text,rating,label,clean_text,text_length
"Astaghfirullah, baru di update udah error☺☺☺☺☺☺☺☺☺☺☺☺🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕",1,negative,astaghfirullah update udah error,32
makin hari apk ini makin gk bener dlm 5 detik iklan selalu nongol,1,negative,apk gk bener dlm detik iklan nongol,35
Sudah beda developernya.yg sekarang developer jelek,1,negative,beda developer yg developer jelek,33
"Makin mengecewakan Twitter, lama lama g guna ni aplikasi Twitter.",1,negative,kecewa twitter g ni aplikasi twitter,36
"Lama lama kek kontl dikit"" update ngntd",2,negative,kek kontl dikit update ngntd,28
"gak jelas apk nya sekarang, enakan yang dulu",1,negative,gak apk nya enak,16
"makin jelek, balikin twiter lama woi",1,negative,jelek balikin twiter woi,24
Mantabbe mang ElonX ... X yang ramah,4,positive,mantabbe mang elonx x ramah,27
"yang sabar bang elon, mereka yang ngasi bintang 1 cuman pansos doang, atau ga hapenya butut, influencer, seleb, artis, sultan sultan ga ngerasa ada masalah tuhhh, enjoy enjoy ajaaa, ekhemm ekhemm bisa kali kirim $500",5,positive,sabar bang elon ngasi bintang cuman pansos doang ga hapenya butut influencer seleb artis sultan sultan ga ngerasa tuhh enjoy enjoy ajaa ekhemm ekhemm kali kirim,160
makin banyak akun bokep,2,negative,akun bokep,10
"Makin kesini makin aneh, tolong balikin jadi kayak dulu aja waktu namanya twitter.",2,negative,kesini aneh tolong balikin kayak aja nama twitter,49
"Ya biasa-biasa aja,tapi aku belum terima apk nya diganti jadi ""X"" pdhl udh bagus ""Twitter"" 😭👊",2,negative,ya aja terima apk nya ganti x pdhl udh bagus twitter,52
"Sekarang udh kurang bagus ya...!!,aku bolak balik ganti akun cuman gara gara akunku di tangguhkan mulu,dhal aku cuman ngescroll""doank apa yg salah cobak!!hadehhh....!!",1,negative,udh bagus ya bolak ganti akun cuman gara gara akun tangguh mulu dhal cuman ngescroll doank yg salah cobak hadehh,112
Sering Terjadi Erorr Saat Ditekan Gak Bisa lemot sekali pas diupdate app nya,1,negative,erorr tekan gak lot pas diupdate app nya,40
Gabisa bikin akun baru payah verifikasi nomor harus bayar pake pulsa dulu :v,1,negative,gabisa bikin akun payah verifikasi nomor bayar pake pulsa v,59
Kantal kintil kuntul,4,positive,kantal kintil kuntul,20
Mau login susah amat wkwkw buljem,1,negative,login susah wkwkw buljem,24
"Jaringan 4g, penyimpanan masih banyak why gabisa di instal ?",1,negative,jaring g simpan why gabisa instal,33
"Jangan update mulu lh, makin update makin buruk",3,neutral,update mulu lh update buruk,27
sangat berguna untuk mencari informasi atau berita kejadian yang sedang terjadi,5,positive,guna cari informasi berita jadi,31
"APLIKASI ANEH!!! MENGAPA SAYA TIDAK BISA MEMBUAT AKUN ""saat ini kami tidak bisa mendaftarkan nomor ponsel ini"" KENAPA COBA????",1,negative,aplikasi aneh akun daftar nomor ponsel coba,43
Kurang lebih yoann,1,negative,yoann,5
Semakin lama makin ribet susah untuk di akses makin gak jelas,1,negative,ribet susah akses gak,21
Elon musk turu,1,negative,elon musk turu,14
Ngga bisa login pake nomor Padahal di apk lain masih bisa trs nggak bisa di uninstall pokoknya x kon-,1,negative,ngga login pake nomor apk trs nggak uninstall pokok x kon,57
"Makin di update makin parah, kebanyakan keselahan teknis",1,negative,update parah banyak lah teknis,30
Gak bisa masuk aplikasi nya nyesel aku !!!!,1,negative,gak masuk aplikasi nya nyesel,29
"Twitter kok jadi gini ya?, kurang suka smaa update nya maaf.",2,negative,twitter gin ya suka smaa update nya maaf,40
"Ini kalo ada bintang 0 udah gw kasih bintang 0. Mau sign up aja gabisa, udah pake akun lama malah gabisa ganti nama. Hm",1,negative,kalo bintang udah gw kasih bintang sign up aja gabisa udah pake akun gabisa ganti nama hm,89
Alasan kenapa gue nggak download no liat di komentar,5,positive,alas gue nggak download no liat komentar,40
Apk tersampah makin buruk kinerja tampilan twitter gk sesuai kualitas sama persis whatsapp makin buruk pelayanan kinerja updetd saja yg di bangggakan banjir bintang 1 apk ini hadehhh,1,negative,apk sampah buruk kerja tampil twitter gk sesuai kualitas persis whatsapp buruk layan kerja updetd yg bangga banjir bintang apk hadehh,133
Aplikasi jelek burik 9 bit,1,negative,aplikasi jelek burik bit,24
"Makinn parahhh cik, hapus aja dri PlayStore",1,negative,makinn parahh cik hapus aja dri playstore,41
"please change the apps name back to Twitter, no matter with the logo icon.",1,negative,please change the apps name back to twitter no matter with the logo icon,72
Pas mau login ke akun yang lama gak bisa iw,1,negative,pas login akun gak iw,21
"App makin kek smph Tiba"" logout sndir Mau login gabisa masuk",1,negative,app kek smph logout sndir login gabisa masuk,44
"Sekedar saran, sekarang banyk bug. Di pengaturan pun g bisa d rubah. Mohon d perbaiki",3,neutral,dar saran banyk bug atur g d rubah mohon d baik,47
Buruk sekali. Verifikasi lewat pesan tapi tidak ada verivikasi terkirim,1,negative,buruk verifikasi pesan verivikasi kirim,39
"I heard there will be payment for using this app. This is not very good, all other applications are not charged. Do you need more money, so you will add fees for using this application???? You know, you ruined the Twitter that I've been using.",1,negative,i heard there will be payment for using this app this is not very good all other applications are not charged do you need more money so you will add fees for using this application you know you ruined the twitter that i ve been using,233
Makin kesini makin suram,1,negative,kesini suram,12
X doang?,1,negative,x doang,7
Iyeee gatiiiii,5,positive,iyee gatii,10
"Update terus,bikin repot.",1,negative,update bikin repot,18
"X makin aneh, padahal mau bikin akun baru nomor nya ga terdaftar mulu. tolong perbaiki pihak x🙏",1,negative,x aneh bikin akun nomor nya ga daftar mulu tolong baik x,56
Bisa mendapat info terkini,5,positive,info kini,9
Mantap mengulas berita update,5,positive,mantap ulas berita update,25
PERBAIKI LAGI BISA GAK 😁,1,negative,baik gak,8
Versi baru banyak errornya,1,negative,versi errornya,14
Semoga tutup nie aplikasi jelek banget,1,negative,moga tutup nie aplikasi jelek banget,36
"Ini Twitter bukan sih??? Baru download lagi, kok logonya X",1,negative,twitter sih download logo x,27
"Skrg sering muter2 aj, gk sperti jaman twit",1,negative,skrg muter aj gk sperti jaman twit,34
sering scroll ke atas sendiri pas baca dan liat video,1,negative,scroll pas baca liat video,26
This APK is becoming increasingly unclear,1,negative,this apk is becoming increasingly unclear,41
"Kerenn... Bagus banget,,,, maksudnya kebalikannya wkwkwk",5,positive,kerenn bagus banget maksud balik wkwkwk,39
Entertaining based,5,positive,entertaining based,18
Apk rusak blok,1,negative,apk rusak blok,14
Loh kenapa Twitter malah gambar X. Jelek banget. Bagusan juga yang dulu,1,negative,loh twitter gambar x jelek banget bagus,39
"Gajelas bgt makin hari ini X masa gabisa dibuka & cuma muncul layar putih, maksudnya apaan?😔😔",1,negative,gajelas bgt x gabisa buka muncul layar putih maksud,51
Melon destroying twitter,1,negative,melon destroying twitter,24
"amat sangat buruk, benar-benar buruk, bahkan saya tidak ada masalah apa-apa, bahkan saya baru membuat akun dan ingin mengganti nama langsung terkena ""akun ditangguhkan"" dan itu lama sekali menunggu nya, aplikasi ini benar-benar buruk sekali",1,negative,buruk buruk akun ganti nama langsung kena akun tangguh tunggu nya aplikasi buruk,80
"Bagus,but it's not very good,soalnya sering lag.",4,positive,bagus but it s not very good lag,32
Aplikasi apa lagi ini nggak membantu sama sekali,1,negative,aplikasi nggak bantu,20
Ribet asu,1,negative,ribet asu,9
"tolol banyak kesalahan teknis, mau daftar akun aja salah terus",2,negative,tolol salah teknis daftar akun aja salah,40
Lag banget aplikasi tolol,1,negative,lag banget aplikasi tolol,25
"Tidak dapat mendaftar, dan ngelag",3,neutral,daftar ngelag,13
Untuk berita bnyak kurang ter expose,4,positive,berita bnyak ter expose,23
"Jujur saya punya 1 akun yang gk ke pake, cuma buat kyk akun yang memang privasi, udh 2 tahun itu akun aman saja, tiba² pas update langsung di tangguhkan padahal di akun itu gk pernah ngomen yang aneh² lah, dll",1,negative,jujur akun gk pake kyk akun privasi udh akun aman tiba pas update langsung tangguh akun gk ngomen aneh dll,106
"Knpa ya tweeter skarng kok logonya jdi X gtu, ubah lagi dong jadi burung gtu, kesannya gk enak kalo X gini sumpah..",2,negative,knpa ya tweeter skarng logo jdi x gtu ubah burung gtu kesan gk enak kalo x gin sumpah,85
"My account was suspended for violating the Terms of Service. please reactivate it, i promise not to break again. Thank You",1,negative,my account was suspended for violating the terms of service please reactivate it i promise not to break again thank you,119
I liked the old Twitter😓,1,negative,i liked the old twitter,23
Ini awalnya Twitter TPI dirubah jadi gini mkin sulit,1,negative,twitter tpi rubah gin mkin sulit,32
"Aplikasi jelek, selalu kesalahan teknis saat dibuka, lebih bagus yang lama.",1,negative,aplikasi jelek salah teknis buka bagus,38
Eror terosss,1,negative,eror teross,11
"Aplikasi Katika Di–Update, Seharusnya Semakin Memudahkan Pengguna Dalam Kelebihan Dibanding Versi Sebelumnya. Lah..., INI KOK SEMAKIN MENYULITKAN PENGGUNA APLIKASI. 👉INI KEMUNDURAN KUALITAS NAMANYA...!!!",1,negative,aplikasi katika update mudah guna lebih banding versi sulit guna aplikasi mundur kualitas nama,94
"Tolong Jangan Sering Update,Liat Berita Sering Blackscreen Terkadang Error.",1,negative,tolong update liat berita blackscreen terkadang error,53
"STUPID GABISA LOGIN EMAIL NOMOR TIDAK TERDAFTAR FIND MY ACCOUNT JUGA GA TERDAFTAR, SIGN UP PUN GABISA BENER BENER ARGGGHHHHH",1,negative,stupid gabisa login email nomor daftar find my account ga daftar sign up gabisa bener bener argghh,98
"Nga salah apa apa malah akun ditangguhkan aneh,udh rusak ni apk",1,negative,nga salah akun tangguh aneh udh rusak ni apk,44
Saya sudah memakainya sejak 10 tahun.. twitter semakin upgrade mantab,5,positive,maka twitter upgrade mantab,27
"no coment buat aplikasi ini , lovee lah pokonya",5,positive,no coment aplikasi lovee poko,29
Sukaaaaaaaaaaaaa harus download kalo mau baca POV angsat harus download Twitter siu,5,positive,sukaa download kalo baca pov angsat download twitter siu,56
Banyak errornnya,1,negative,errornnya,9
"Apk jelek maunya apa si, nggk bisa login, apk murahan, noobb",1,negative,apk jelek mau si nggk login apk murah noobb,43
"untuk log-out twitternya sekarang ribetttt, dulu posisinya tab bagian bawah, malah masuk k akun privasi dulu!!!",1,negative,log out twitternya ribett posisi tab masuk k akun privasi,57
"Di update bukannya makin bagus malah tambah jelek, di fitur pencarian selalu zonk gak ada hasil",1,negative,update bagus jelek fitur cari zonk gak hasil,44
Mengapa aplikasi twiter ini dirubah logo aplikasinya? Ada apa dibalik perubahan logo x ini??,5,positive,aplikasi twiter rubah logo aplikasi balik ubah logo x,53
X apalah,1,negative,x apa,5
cacad,1,negative,cacad,5
diban gua wkwk,1,negative,ban gua wkwk,12
Makin lama makin badut,2,negative,badut,5
Sip berbayar,5,positive,sip bayar,9
Klo udh download cari yg namanya mlbbhub,4,positive,klo udh download cari yg nama mlbbhub,37
"Aplikasi tolol banyak aturan,cuih najis pake twitter lagi kontol",1,negative,aplikasi tolol atur cuih najis pake twitter kontol,50
elon titit,1,negative,elon titit,10
Gk bisa log in.. verifikasi no tlp gk bisa,1,negative,gk log in verifikasi no tlp gk,30
"Dulu waktu masih jadi twt seru banget sekarang apa-apa dibatasi, ga seru banget. Cepet balikin ke ver dulu!!!",1,negative,twt seru banget batas ga seru banget cepet balikin ver,54
Aplikasinya makin ngleg padahal jaringan bagus kuota banyak ping juga lagi bagus,2,negative,aplikasi ngleg jaring bagus kuota ping bagus,44
apk sekarang kurang bagus kenapa kesalahan teknis mulu ?,1,negative,apk bagus salah teknis mulu,27
"Sering eror ga jelas, semenjak pindah tangan",1,negative,eror ga semenjak pindah tangan,30
Hapus fleet,5,positive,hapus fleet,11
ari wibowo f,5,positive,ari wibowo f,12
"Jelekk bgt ih, mau masuk susah banget ga bisa Mulu, padahal no nya bener jaringan juga kenceng",1,negative,jelekk bgt ih masuk susah banget ga mulu no nya bener jaring kenceng,68
Menu verifikasi gratis gak nampak tah dmn skrg,3,neutral,menu verifikasi gratis gak nampak tah dmn skrg,46
Yo ngono,4,positive,yo ngono,8
Dulu sangat bagus sekarang sangat buruk..,1,negative,bagus buruk,11
"aga binggung padahal cuma bbrp hari doang ga lihat twt, eh pas on malah akun di tangguhkan.. lagian isi twt cuma au doang kg ada konten yg negatif",1,negative,aga binggung bbrp doang ga lihat twt eh pas on akun tangguh isi twt au doang kg konten yg negatif,97
"kenapa gabisa mendaftar apk sangat tidak bagusss, mending balikin aja apklo",1,negative,gabisa daftar apk baguss mending balikin aja apklo,50
Maap bang kalo bikin APK itu yang bener bg pendaftaran akun Twitter itu tidak biasanya Aya coba 1× nomer anda tidak terdaftar yang ke 2× saya sampe beli kartu baru tolong yah bang di perbaiki jangan bikin APK buat rugi orang Tolong ya bang,2,negative,maap bang kalo bikin apk bener bg daftar akun twitter aya coba nomer daftar sampe beli kartu tolong yah bang baik bikin apk rugi orang tolong ya bang,149
Twitter is myhealing,5,positive,twitter is myhealing,20
Buat akun aja susah Gimna mau maju ini aplikasi Makin lama makin jelek aja Udah brp x daftar masalah di no hp.bodoh memang,1,negative,akun aja susah gimna maju aplikasi jelek aja udah brp x daftar no hp bodoh,74
"Makin lama makin gak jelas setelah di update, maaf bintang 1",1,negative,gak update maaf bintang,23
selalu tekun,5,positive,tekun,5
"Error' Mulu pas mau masukin no ny padahal sinya bagus,no ny juga masih baru parah sih",1,negative,error mulu pas masukin no ny sinya bagus no ny parah sih,56
"MENYEBALKAN! KENAPA SAAT SAYA MENDAFTAR AKUN NOMOR VERIFIKASI TIDAK BISA TERUS.SELALU BERTULISKAN ""MAAF SEKARANG KAMI TIDAK BISA MENDAFTAR NOMOR PONSEL INI"" MAKSUDNYA APA!MENYEBALKAN",1,negative,sebal daftar akun nomor verifikasi tulis maaf daftar nomor ponsel maksud sebal,78
Akun ditangguhkan Mulu.. akun makin ga jelas.. apk anj..,1,negative,akun tangguh mulu akun ga apk anj,33
Elon keep ruining this app,1,negative,elon keep ruining this app,26
mana burung biru gw elonn,1,negative,burung biru gw elonn,20
Sering fc,1,negative,fc,2
Baru ngeh kalau twwt di gnti nama ny jadi X 😭,2,negative,ngeh twwt gnti nama ny x,24
"aplikasi gak jelas, lama2 kayak kwntll",1,negative,aplikasi gak kayak kwntll,25
"Twitter sekarang ampas, mau daftar aja dipersulit. Mending gw uninstall aja byeee",1,negative,twitter ampas daftar aja sulit mending gw uninstall aja byee,60
Angel di download,1,negative,angel download,14
Makin kesini makin kek gak guna ni apk,1,negative,kesini kek gak ni apk,21
X sering kali gagal menerjemahkan tolong ini termasuk bug atau bukan semoga di perbaiki secepatnya,3,neutral,x kali gagal terjemah tolong bug moga baik cepat,48
Ga tau kenapa tpi malah makin aneh aja,3,neutral,ga tau tpi aneh aja,19
Semangin woww×w,5,positive,semangin woww w,15
Tolong update maps nya sama IT nya,5,positive,tolong update maps nya it nya,29
oke lah pokoknya,4,positive,oke pokok,9
"No, filter bokep tidak berfungsi dengan baik disini",1,negative,no filter bokep fungsi,22
🥰eeee,2,negative,ee,2
Ini knp punya saya logonya tetep twt walaupun udah update ya?,1,negative,knp logo tetep twt udah update ya,33
"Tolong dong pak elon balikin lagi logo tweet yg dlu lebih bagus daripada skrg cuma x doang, saya lebih suka logo yg dlu bagus dan udh identik dengan tweet saya tiap liat tweet jdi aneh aja apalagi warna nya samaan sama treads menurut saya hrs lebih berwarna lagi jgn cuma item aja",1,negative,tolong elon balikin logo tweet yg dlu bagus skrg x doang suka logo yg dlu bagus udh identik tweet liat tweet jdi aneh aja warna nya sama treads hrs warna jgn item aja,166
Ada dua tipe pengguna Twitter Satunya normal Satunya buat lihat bl😶😁,4,positive,tipe guna twitter satu normal satu lihat bl,43
"Mengecewakan! Gak bisa log in! Keterangannya sandi salah, padahal sandi nya sudah benar!!!!",1,negative,kecewa gak log in terang sandi salah sandi nya,46
"Mau bikin akun aja susah banget, nomor ga pernah di pake buat akun aja ga bisa. Trus harus gimana kalo gini? Padahal niat download mau bikin au",1,negative,bikin akun aja susah banget nomor ga pake akun aja ga trus gimana kalo gin niat download bikin au,97
X 😂😂😂 Lucu bgt namanya,1,negative,x lucu bgt nama,15
"Apl ajg gua Mao verifikasi nomor malah, maaf nomer anda tidak dapat di daftarkan",1,negative,apl ajg gua mao verifikasi nomor maaf nomer daftar,50
Sangat membantu untuk menemukan pengalaman informasi dari luar zona aman kita,5,positive,bantu temu alam informasi zona aman,35
Terlalu banyak iklannyaaaaa,1,negative,iklannyaa,9
"Pendaftaran sulit, elon musk lu ada masalah apa sih bang",1,negative,daftar sulit elon musk lu sih bang,34
Assuuu apk asssuu,1,negative,assuu apk assuu,15
aplikasi taikkk... kmbalikan lg ke duluasli on twitter bkn X,1,negative,aplikasi taikk kmbalikan lg duluasli on twitter bkn x,53
